title,author,short_author,date,genre,tt,publisher,pubplace,extent,editor,pubdate,createdate,authordates,keywords,language,collection,gender,sourcenote,period,shrtcite,filename,filesize,philodocid
La Recherche de l'Absolu,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.absolu.tei,437990,551
Le Médecin de campagne,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.medecin.tei,529244,553
Les Comédiens sans le savoir,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.comediens.tei,133891,554
Les Parents pauvres - Le Cousin Pons,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.pons.tei,681908,556
Les Paysans,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.paysans.tei,716694,557
Les Proscrits,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.proscrits.tei,76792,558
Splendeurs et misères des courtisanes - Quatrième partie,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.splendeurs4.tei,320317,562
Splendeurs et misères des courtisanes - Troisième partie,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.splendeurs3.tei,236227,563
Sur Catherine de Médicis - Deuxième partie,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.medicis2.tei,163454,564
Sur Catherine de Médicis - Première partie,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.medicis1.tei,499052,565
Séraphîta,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.seraphita.tei,320684,566
Une ténébreuse affaire,"Balzac, Honoré de, 1799-1850.",Balzac,1846,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1846,,,,French,,M,,,BAL,BAL.tenebreuse.tei,461294,570
Les Parents pauvres - La Cousine Bette,"Balzac, Honoré de, 1799-1850.",Balzac,1848,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1848,,,,French,,M,,,BAL,BAL.bette.tei,942751,612
Le Député d'Arcis,"Balzac, Honoré de, 1799-1850.",Balzac,1854,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1854,,,,French,,M,,,BAL,BAL.arcis.tei,234780,706
Les Petits bourgeois,"Balzac, Honoré de, 1799-1850.",Balzac,1854,roman,prose,"Furne, Dubochet et Cie, Hetzel et Paulin",Paris,,,1854,,,,French,,M,,,BAL,BAL.bourgeois.tei,394638,707
[L' ]Héritière de Birague,"Balzac, Honoré de, 1799-1850.",Balzac,1876,roman,prose,,,,,1876,,,,Français,,M,,,RRN0069,RRN0069.tei,630521,992
Théorie de la démarche,"Balzac, Honoré de, 1799-1850.",Balzac,1833,traiteessai,prose,"In Oeuvres Completes, T.39. Paris, Conard, 1938.",,,,1938,1833,,,,,M,,,TLF,TLF.947.tei,106285,240
Les cariatides,"Banville, Théodore Faullain de, 1823-1891.",Banville,1842,poesie,verse,"In Poesies Completes, T.1, Paris, Charpentier, 1891.",,,,1891,1842,,,,,M,,,TLF,TLF.1048.tei,305054,449
Les Stalactites,"Banville, Théodore Faullain de, 1823-1891.",Banville,1846,poesie,verse,"Ed. E. M. Souffrin. Paris, Didier, 1942.",,,,1942,1846,,,,,M,,,TLF,TLF.1063.tei,71159,572
Odes funambulesques,"Banville, Théodore Faullain de, 1823-1891.",Banville,1859,poesie,verse,"Paris, Calmann-Levy, 1859.",,,,1859,1859,,,,,M,,,TLF,TLF.1131.tei,216286,764
Les exiles,"Banville, Théodore Faullain de, 1823-1891.",Banville,1874,poesie,verse,"In Poesies Completes, T.2. Paris, Charpentier, 1899.",,,,1899,1874,,,,,M,,,TLF,TLF.1222.tei,229323,964
Gringoire,"Banville, Théodore Faullain de, 1823-1891.",Banville,1866,theatre,prose,"Paris, Calmann-Levy, 1881.",,,,1881,1866,,,,,M,,,TLF,TLF.1177.tei,107057,869
Ossian,"Baour-Lormian, Pierre Marie Francois Louis, 1770-1854.",BaourLormian,1827,poesie,verse,"In Ossian. Paris, P. I. J. Gayet, 1827.",,,,1827,1827,,,,,M,,,TLF,TLF.909.tei,353478,164
Veillées poétiques et morales,"Baour-Lormian, Pierre Marie Francois Louis, 1770-1854.",BaourLormian,1827,poesie,verse,"In Ossian. Paris, P. I. J. Gayet, 1827.",,,,1827,1827,,,,,M,,,TLF,TLF.910.tei,99013,165
Histoire du Directoire de la République française,"Barante, Amable-Guillaume-Prosper Brugière, baron de, 1782-1866.",Barante,1855,indefini,prose,"Texte de l' édition Didier, Paris, 1855",,,,1855,,,,Français,,M,,,Barante,Barante.4.tei,2650551,718
Histoire de la Convention nationale,"Barante, Amable-Guillaume-Prosper Brugière, baron de, 1782-1866.",Barante,1851,indefini,prose,"Texte de l' édition Furne et Langlois &amp; Leclercq, Paris, 1851-1853",,,,1851,,,,Français,,M,,,Barante,Barante.3.tei,5188298,651
Histoire des ducs de Bourgogne,"Barante, Amable-Guillaume-Prosper Brugière, baron de, 1782-1866.",Barante,1824,traiteessai,prose,"Paris, le Normant-Garnier, 1854.",,,,1854,1824,,,,,M,,,TLF,TLF.892.tei,1976780,138
L' Assassinat du Pont-Rouge,"Barbara, Charles, 1817-1866.",Barbara,1855,roman,prose,,,,,1855,,,,Français,,M,,,ROM003,ROM003.tei,235645,719
Un Prêtre marié,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1865,indefini,prose,,,,,1865,,,,Français,,M,,,ROM0010,ROM0010.tei,847104,856
Une Histoire sans nom,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1882,indefini,prose,,,,,1882,,,,Français,,M,,,ROM0011,ROM0011.tei,241649,1050
Memorandum,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1838,memoires,prose,"In Oeuvres Completes, T.13, Paris, Bernouard, 1927.",,,,1927,1838,,,,,M,,,TLF,TLF.1014.tei,401025,348
Deuxième memorandum,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1839,memoires,prose,"In Oeuvres Completes, T.13, Paris, Bernouard, 1927.",,,,1927,1839,,,,,M,,,TLF,TLF.1020.tei,319962,367
Troisième memorandum,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1856,memoires,prose,"In Oeuvres Completes, T.12. Paris, Bernouard, 1927.",,,,1927,1856,,,,,M,,,TLF,TLF.1115.tei,131404,724
Quatrième memorandum,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1858,memoires,prose,"In Oeuvres Completes, T.12. Paris, Bernouard, 1927.",,,,1927,1858,,,,,M,,,TLF,TLF.1127.tei,49958,752
Memorandum pour l'Ange Blanc,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1864,memoires,prose,"In Oeuvres Completes, T.13. Paris, Bernouard, 1927.",,,,1927,1864,,,,,M,,,TLF,TLF.1164.tei,75102,841
La Bague d' Annibal,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1843,poesie,verse,,,,,1843,,,,Français,,M,,,ROM006,ROM006.tei,113132,471
Le Cachet d'Onyx,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1831,roman,prose,"In Oeuvres Romanesques Complètes Tome I, Ed. Jacques Petit (Paris: Éditions Gallimard, Collection de la Pléiade, 1964), pages 1-20.",,,,,1831,,,,,M,,,ADD,ADD.aurevilly.cachet.tei,47007,207
Léa,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1831,roman,prose,"In Oeuvres Romanesques Complètes Tome I, Ed. Jacques Petit (Paris: Éditions Gallimard, Collection de la Pléiade, 1964), pages 21-42.",,,,,1831,,,,,M,,,ADD,ADD.aurevilly.lea.tei,54328,208
L'amour impossible,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1841,roman,prose,"In Oeuvres Romanesques Complètes Tome I, Ed. Jacques Petit (Paris: Éditions Gallimard, Collection de la Pléiade, 1964), pages 43-135.",,,,,1841,,,,,M,,,ADD,ADD.aurevilly.amour.tei,235280,408
La Bague d'Annibal,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1843,roman,prose,"In Oeuvres Romanesques Complètes Tome I, Ed. Jacques Petit (Paris: Éditions Gallimard, Collection de la Pléiade, 1964), pages 137-201..",,,,,1843,,,,,M,,,ADD,ADD.aurevilly.bague.tei,115387,472
Une Vieille Maîtresse,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1851,roman,prose,"In Oeuvres Romanesques Complètes (203-552), Ed. Jacques Petit, Paris, Gallimard, 1966.",,,,,1851,,,,,M,,,ADD,ADD.aurevilly.maitresse.tei,894897,652
L'Ensorcelée,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1859,roman,prose,"In Oeuvres Romanesques Complètes, Ed. Jacques Petit (Paris: Éditions Gallimard, 1964), pages 555-741.",,,,,1859,,,,,M,,,ADD,ADD.aurevilly.ensorcelee.tei,492419,765
Le Chevalier des Touches,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1864,roman,prose,"In Oeuvres Romanesques Complètes vol. 1, Ed. Jacques Petit (Paris: Éditions Gallimard, 1964), pages 743-870.",,,,,1864,,,,,M,,,ADD,ADD.aurevilly.destouches.tei,336120,842
Les Diaboliques: A Un Dîner d'Athées,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1874,roman,prose,"In Oeuvres Romanesques Complètes, Ed. Jacques Petit (Paris: Éditions Gallimard, 1966), pages 173-228.",,,,,1874,,,,,M,,,ADD,ADD.aurevilly.diner.tei,144643,965
Les Diaboliques: La Vengeance d'une Femme,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1874,roman,prose,"In Oeuvres Romanesques Complètes, Ed. Jacques Petit (Paris: Éditions Gallimard, 1966), pages 229-264.",,,,,1874,,,,,M,,,ADD,ADD.aurevilly.vengeance.tei,93457,966
Les Diaboliques: Le Bonheur dans le Crime,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1874,roman,prose,"In Oeuvres Romanesques Complètes, Ed. Jacques Petit (Paris: Éditions Gallimard, 1966), pages 81-128.",,,,,1874,,,,,M,,,ADD,ADD.aurevilly.bonheur.tei,123341,967
Les Diaboliques: Le Dessous de Cartes d'une Partie de Whist,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1874,roman,prose,"In Oeuvres Romanesques Complètes, Ed. Jacques Petit (Paris: Éd",,,,,1874,,,,,M,,,ADD,ADD.aurevilly.cartes.tei,111770,968
Les Diaboliques: Le Plus Bel Amour de Don Juan,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1874,roman,prose,"In Oeuvres Romanesques Complètes, Ed. Jacques Petit (Paris: Éditions Gallimard, 1966), pages 59-79.",,,,,1874,,,,,M,,,ADD,ADD.aurevilly.donjuan.tei,53898,969
Les Diaboliques: Le Rideau Cramoisi,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1874,roman,prose,"In Oeuvres Romanesques Complètes (11-57), Ed. Jacques Petit, Paris, Gallimard, 1966.",,,,,1874,,,,,M,,,ADD,ADD.aurevilly.rideau.tei,121710,970
Une Page d'Histoire,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",BarbeyDAurevilly,1886,roman,prose,"In Oeuvres Romanesques Complètes (365-378), Ed. Jacques Petit, Paris, Gallimard, 1966.",,,,,1886,,,,,M,,,ADD,ADD.aurevilly.page.tei,30556,1121
Iambes et poèmes,"Barbier, Auguste, 1805-1882.",Barbier,1840,poesie,verse,"Paris, P. Masgana, 1840.",,,,1840,1840,,,,,M,,,TLF,TLF.1029.tei,239005,385
Satires,"Barbier, Auguste, 1805-1882.",Barbier,1865,poesie,verse,"Paris, Dentu, 1865.",,,,1865,1865,,,,,M,,,TLF,TLF.1172.tei,196809,857
Mes cahiers: t.1-14,"Barrès, Maurice, 1862-1923.",Barrès,1898,memoires,prose,"Paris, Plon, 1929-1957.",,,,1929,1898,,,,,M,,,TLF,TLF.1354.tei,334787,1293
Sous l'oeil des barbares,"Barrès, Maurice, 1862-1923.",Barrès,1888,roman,prose,"Paris, Plon, 1929.",,,,1929,1888,,,,,M,,,TLF,TLF.1299.tei,187968,1151
Un homme libre,"Barrès, Maurice, 1862-1923.",Barrès,1889,roman,prose,"Paris, Plon, 1927.",,,,1927,1889,,,,,M,,,TLF,TLF.1304.tei,282871,1167
Le jardin de Bérénice,"Barrès, Maurice, 1862-1923.",Barrès,1891,roman,prose,"Paris, Plon, 1927.",,,,1927,1891,,,,,M,,,TLF,TLF.1315.tei,230113,1205
Les faux bonshommes,"Barriere, Theodore, 1821-1877: Capendu, Ernest, 1826-1868.",Barriere,1856,theatre,prose,"Paris, M. Levy, 1856.",,,,1856,1856,,,,,M,,,TLF,TLF.1116.tei,306910,725
Salon de 1845-1846,"Baudelaire, Charles, 1821-1867.",Baudelaire,1845,melangeslitteraires,prose,"In Curiosites Esthetiques, Ed. H. Lemaitre. Paris, Garnier, 1962.",,,,1962,1845,,,,,M,,,TLF,TLF.1057.tei,102541,521
Salon de 1846,"Baudelaire, Charles, 1821-1867.",Baudelaire,1846,melangeslitteraires,prose,"In Curiosites Esthetiques, Ed. H. Lemaitre. Paris, Garnier, 1962.",,,,1962,1846,,,,,M,,,TLF,TLF.1064.tei,190464,573
Les Fleurs du mal,"Baudelaire, Charles, 1821-1867.",Baudelaire,1857,poesie,verse,Éd. Crépet-Blin (Corti: 1942),,,,,1857,,,,,M,,,ADD,ADD.baudelaire.fleurs.tei,284779,739
Petits poèmes en prose,"Baudelaire, Charles, 1821-1867.",Baudelaire,1867,poesie,verse,"Ed. H. Lemaitre. Paris, Garnier, 1962.",,,,1962,1867,,,,,M,,,TLF,TLF.1181.tei,204395,879
La Fanfarlo,"Baudelaire, Charles, 1821-1867.",Baudelaire,1847,roman,prose,"Éd. Y. G. Le Dantec (Paris: Gallimard, 1954)",,,,,1847,,,,,M,,,ADD,ADD.baudelaire.fanfarlo.tei,86511,585
"Les paradis artificiels: Du vin et du haschisch, Le poème du haschisch, Un mangeur d'opium","Baudelaire, Charles, 1821-1867.",Baudelaire,1860,traiteessai,prose,"In Oeuvres Completes, Ed. Y.G. le Dantec. Paris, Gallimard, 1964.",,,,1964,1860,,,,,M,,,TLF,TLF.1146.tei,349968,788
Voyage à la Louisiane,"Baudry de Lozieres, Louis Narcisse, 1761-1841.",BaudryDeLozieres,1802,recitvoyage,prose,"Paris, Dentu, 1802.",,,,1802,1802,,,,,M,,,TLF,TLF.844.tei,422500,11
[La] Révolution de France considérée dans ses effets sur la civilisation des peuples,"Beaulieu, Claude-François",Beaulieu,1820,essai,prose,"Texte de l' édition Dentu, Paris, 1820",,,,1820,,,,Français,,M,,,Beaulieu,Beaulieu.8.tei,139966,103
Les corbeaux,"Becque, Henri, 1837-1899.",Becque,1882,theatre,prose,"In Theatre Complet, T.2. Paris, Charpentier, 1922.",,,,1922,1882,,,,,M,,,TLF,TLF.1265.tei,250362,1051
La parisienne,"Becque, Henri, 1837-1899.",Becque,1885,theatre,prose,"In Theatre Complet, T.2. Paris, Charpentier, 1922.",,,,1922,1885,,,,,M,,,TLF,TLF.1283.tei,112782,1097
Chansons,"Beranger, Pierre Jean de, 1780-1857.",Beranger,1829,poesie,verse,"Paris, Perrotin-Guillaumin-Bigot, 1829.",,,,1829,1829,,,,,M,,,TLF,TLF.914.tei,527903,171
Lord Ruthwen ou les vampires,"Bérard, Cyprien",Bérard,1820,roman,prose,,,,,1820,,,,Français,,M,,,ROM0020,ROM0020.tei,270240,105
Essai sur les données immédiates de la conscience,"Bergson, Henri Louis, 1859-1941.",Bergson,1888,traiteessai,prose,Les Presses universitaires de France,Paris,,,1970,1888,,,,,M,Pagination does not correspond to the original edition.,,EssaiConscience,CSS.essai_conscience.tei,374529,1152
Le Gentilhomme campagnard,"Bernard, Charles de",BernardCharles,1847,indefini,prose,,,,,1847,,,,Français,,M,,,ROM0015,ROM0015.tei,1340959,586
La Femme de quarante ans,"Bernard, Charles de",BernardCharles,1853,indefini,prose,,,,,1853,,,,Français,,M,,,ROM0014,ROM0014.tei,206583,684
Cahier de notes,"Bernard, Claude, 1813-1878.",BernardClaude,1860,traiteessai,prose,"Ed. Integrale du Cahier Rouge Par M.D. Grmek. Paris, Gallimard, 1965.",,,,1965,1860,,,,,M,,,TLF,TLF.1147.tei,268937,789
Principes de médecine exper.,"Bernard, Claude, 1813-1878.",BernardClaude,1878,traiteessai,prose,"Ed. Posthume Par le Dr L. Delhoume. Paris, P.U.F., 1947.",,,,1947,1878,,,,,M,,,TLF,TLF.1246.tei,787055,1010
"Hypnotisme, suggestions, psychothérapie","Bernheim, Hippolyte",Bernheim,1891,indefini,prose,,,,,1891,,,,,,M,,,CP-8,CP-8.tei,728188,1206
Mater Dolorosa,"Berthoud, Samuel Henri",Berthoud,1834,roman,prose,,,,,1834,,,,Français,,M,,,ROM0016,ROM0016.tei,666136,267
Gaspard de la nuit,"Bertrand, Aloysius, 1807-1841.",Bertrand,1841,poesie,verse,"Ed. J. Palou. Paris, la Colombe, 1962.",,,,1962,1841,,,,,M,,,TLF,TLF.1046.tei,139347,409
Introduction,"Blainville, H.-M. Ducrotay de (Henri-Marie Ducrotay), 1777-1850.",Blainville,1847,traiteessai,prose,"In Sur les Principes de la Zooclassie, Paris, S.N., 1847.",,,,1847,1847,,,,,M,,,TLF,TLF.1069.tei,119156,587
Histoire de la Révolution française: Tome 1,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.9.tei,749309,588
Histoire de la Révolution française: Tome 10,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.10.tei,861130,589
Histoire de la Révolution française: Tome 11,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.11.tei,1011163,590
Histoire de la Révolution française: Tome 12,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.12.tei,1013834,591
Histoire de la Révolution française: Tome 13,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.13.tei,1011081,592
Histoire de la Révolution française: Tome 14,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.14.tei,792495,593
Histoire de la Révolution française: Tome 15,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.15.tei,850610,594
Histoire de la Révolution française: Tome 2,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.16.tei,869446,595
Histoire de la Révolution française: Tome 3,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.17.tei,918649,596
Histoire de la Révolution française: Tome 4,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.18.tei,936011,597
Histoire de la Révolution française: Tome 5,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.19.tei,781649,598
Histoire de la Révolution française: Tome 6,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.20.tei,911573,599
Histoire de la Révolution française: Tome 7,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.21.tei,1025188,600
Histoire de la Révolution française: Tome 8,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.22.tei,997171,601
Histoire de la Révolution française: Tome 9,"Blanc, Louis, 1811-1882.",Blanc,1847,indefini,prose,"Texte de l' édition Librairie internationale, Lacroix et Cie, Paris, 1878",,,,1847,,,,Français,,M,,,Blanc,Blanc.23.tei,910180,602
L'éternité par les astres,"Blanqui, Louis Auguste, 1805-1881.",Blanqui,1872,traite,prose,Librairie Germer Baillière,Paris,,,1872,1872,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.Blanqui_eternite_astres.tei,135061,935
L'action,"Blondel, Maurice, 1861-1949.",Blondel,1893,traiteessai,prose,"Paris, Alcan, 1893.",,,,1893,1893,,,,,M,,,TLF,TLF.1323.tei,1086297,1228
Le Désespéré,"Bloy, Léon, 1846-1917.",Bloy,1886,roman,prose,ABU data file,Paris,,,2007,1886,,,,,M,Pagination does not correspond to the original edition.,,desesperel,ABU.desespere.tei,691937,1122
La femme pauvre,"Bloy, Léon, 1846-1917.",Bloy,1897,roman,prose,"Paris, Mercure de France, 1932.",,,,1932,1897,,,,,M,,,TLF,TLF.1346.tei,634337,1276
Essai analytique sur les lois naturelles,"Bonald, Louis-Gabriel-Ambroise, vicomte de, 1754-1840.",Bonald,1800,traiteessai,prose,"Paris, 1800.",,,,1800,1800,,,,,M,,,TLF,TLF.838.tei,313187,0
Législation primitive,"Bonald, Louis-Gabriel-Ambroise, vicomte de, 1754-1840.",Bonald,1802,traiteessai,prose,"Paris, le Clere An XI-1802.",,,,1802,1802,,,,,M,,,TLF,TLF.845.tei,692158,12
"Oeuvres de Napoléon Bonaparte, Tome 4","Bonaparte, Napoléon, 1769-1821.",Bonaparte,1806,correspondance,prose,C.L.F. Panckoucke,Paris,,,1822,1806,,,,,M,Pagination does not correspond to the original edition.,,NapOeuv4,GUT.13192-h.tei,1183075,40
"Oeuvres de Napoléon Bonaparte, Tome 5","Bonaparte, Napoléon, 1769-1821.",Bonaparte,1812,correspondance,prose,C.L.F. Panckoucke,Paris,,,1822,1812,,,,,M,Pagination does not correspond to the original edition.,,NapOeuv5,GUT.13475-h.tei,762808,69
Charlot s' amuse,"Bonnetain, Paul, 1858-1899.",Bonnetain,1883,indefini,prose,,,,,1883,,,,Français,,M,,,RRN00116,RRN00116.tei,441015,1062
[L' ]Opium,"Bonnetain, Paul, 1858-1899.",Bonnetain,1886,indefini,prose,,,,,1886,,,,Français,,M,,,RRN00119,RRN00119.tei,1022512,1123
[Le] Nommé Perreux,"Bonnetain, Paul, 1858-1899.",Bonnetain,1888,indefini,prose,,,,,1888,,,,Français,,M,,,RRN00120,RRN00120.tei,424721,1153
Passagère,"Bonnetain, Paul, 1858-1899.",Bonnetain,1892,indefini,prose,,,,,1892,,,,Français,,M,,,RRN00117,RRN00117.tei,338978,1216
[L' ]Impasse,"Bonnetain, Paul, 1858-1899.",Bonnetain,1898,indefini,prose,,,,,1898,,,,Français,,M,,,RRN00118,RRN00118.tei,269736,1294
